1;80
2;80
3;40
4;90
5;80
6;80
7;70
8;80
9;60
10;80
11;0
12;80
13;50
14;20
15;90
16;50
17;40
18;60
19;50
20;80
21;70
22;70
23;30
24;60
25;50
26;80
27;30
28;50
29;50
30;30
31;50
32;50
33;80
34;70
35;70
36;90
37;20
38;50
39;890
40;10
41;0
42;90
43;50
44;50
45;70
46;50
47;90
48;70
49;40
50;70
51;50
52;40
53;20
54;10
55;40
56;70
57;90
58;10
59;60
60;30
61;90
62;60
63;10
64;60
65;60
66;70
67;40
68;40
69;40
70;70
71;0
72;70
73;10
74;70
75;20
76;0
77;50
78;70
79;50
80;60
81;20
82;90
83;50
84;80
85;30
86;30
87;60
88;60
89;30
90;50
91;0
92;60
93;70
94;30
95;80
96;60
97;90
98;70
99;30
100;980
101;20
102;50
103;60
104;70
105;60
106;60
107;20
108;10
109;20
110;50
111;50
112;50
113;40
114;60
115;60
116;50
117;60
118;50
119;50
120;10
121;20
122;30
123;60
124;50
125;40
126;40
127;90
128;160
129;50
130;90
131;0
132;70
133;30
134;100
135;0
136;10
137;70
138;50
139;60
140;50
141;0
142;50
143;80
144;110
145;0
146;90
147;10
148;30
149;20
150;60
151;80
152;20
153;10
154;50
155;30
156;60
157;50
158;50
159;60
160;60
161;90
162;20
163;70
164;70
165;50
166;80
167;20
168;80
169;30
170;60
171;40
172;40
173;60
174;60
175;20
176;40
177;70
178;80
179;50
180;50
181;40
182;0
183;940
184;90
185;50
186;50
187;80
188;10
189;50
190;10
191;90
192;90
193;90
194;60
195;30
196;0
197;50
198;40
199;90
200;60
201;80
202;20
203;10
204;70
205;40
206;50
207;80
208;100
209;90
210;30
211;60
212;40
213;40
214;90
215;40
216;70
217;60
218;80
219;70
220;80
221;70
222;30
223;50
224;30
225;50
226;50
227;40
228;40
229;30
230;60
231;60
232;50
233;60
234;80
235;0
236;30
237;40
238;50
239;50
240;10
241;40
242;0
243;40
244;90
245;100
246;80
247;30
248;50
249;100
250;100
251;60
252;80
253;60
254;40
255;50
256;270
257;50
258;40
259;60
260;90
261;80
262;0
263;70
264;70
265;90
266;20
267;50
268;20
269;40
270;90
271;50
272;70
273;50
274;70
275;20
276;100
277;70
278;70
279;70
280;100
281;10
282;90
283;60
284;50
285;40
286;30
287;80
288;90
289;50
290;60
291;100
292;40
293;60
294;20
295;40
296;10
297;60
298;40
299;90
300;50
301;30
302;50
303;60
304;70
305;50
306;80
307;70
308;60
309;30
310;60
311;60
312;60
313;30
314;60
315;70
316;40
317;60
318;60
319;70
320;30
321;60
322;70
323;50
324;90
325;60
326;20
327;80
328;40
329;60
330;80
331;50
332;40
333;70
334;40
335;60
336;40
337;50
338;60
339;50
340;50
341;60
342;70
343;70
344;70
345;20
346;20
347;40
348;40
349;40
350;40
351;70
352;50
353;60
354;30
355;50
356;70
357;40
358;70
359;10
360;20
361;60
362;50
363;50
364;70
365;40
366;50
367;50
368;90
369;50
370;10
371;20
372;100
373;100
374;60
375;40
376;100
377;100
378;90
379;50
380;50
381;100
382;90
383;90
384;100
385;40
386;40
387;110
388;60
389;20
390;40
391;70
392;20
393;10
394;70
395;100
396;10
397;80
398;30
399;50
400;60
401;80
402;50
403;30
404;50
405;40
406;90
407;20
408;50
409;10
410;80
411;10
412;60
413;50
414;60
415;80
416;90
417;50
418;50
419;10
420;80
421;30
422;70
423;80
424;50
425;100
426;40
427;30
428;100
429;90
430;70
431;60
432;30
433;70
434;40
435;20
436;10
437;20
438;40
439;60
440;50
441;30
442;50
443;40
444;40
445;20
446;50
447;40
448;20
449;0
450;50
451;60
452;30
453;50
454;60
455;80
456;20
457;10
458;80
459;30
460;30
461;50
462;50
463;10
464;50
465;100
466;70
467;40
468;50
469;40
470;60
471;80
472;50
473;50
474;60
475;100
476;40
477;40
478;10
479;50
480;40
481;20
482;90
483;110
484;60
485;40
486;10
487;30
488;10
489;50
490;90
491;50
492;50
493;40
494;30
495;60
496;100
497;80
498;980
499;70
500;20
501;30
502;90
503;70
504;60
505;30
506;70
507;60
508;100
509;60
510;90
511;50
512;310
513;0
514;10
515;90
516;20
517;50
518;10
519;60
520;70
521;60
522;20
523;40
524;80
525;50
526;40
527;50
528;20
529;50
530;10
531;100
532;30
533;0
534;80
535;10
536;90
537;90
538;90
539;40
540;70
541;70
542;30
543;10
544;90
545;50
546;50
547;50
548;60
549;60
550;30
551;40
552;50
553;10
554;100
555;50
556;70
557;50
558;0
559;90
560;20
561;40
562;80
563;20
564;100
565;90
566;100
567;80
568;100
569;30
570;80
571;40
572;60
573;50
574;20
575;70
576;40
577;0
578;10
579;70
580;80
581;90
582;70
583;50
584;10
585;100
586;40
587;70
588;60
589;20
590;40
591;70
592;80
593;50
594;90
595;0
596;70
597;30
598;10
599;10
600;80
601;50
602;30
603;50
604;10
605;50
606;40
607;90
608;100
609;30
610;100
611;90
612;50
613;60
614;30
615;20
616;40
617;70
618;10
619;40
620;10
621;100
622;10
623;0
624;100
625;20
626;40
627;100
628;50
629;20
630;20
631;80
632;60
633;10
634;20
635;40
636;90
637;60
638;10
639;40
640;50
641;50
642;80
643;60
644;30
645;60
646;80
647;60
648;60
649;70
650;60
651;50
652;90
653;40
654;50
655;50
656;50
657;40
658;40
659;10
660;40
661;30
662;60
663;60
664;70
665;70
666;40
667;60
668;20
669;60
670;50
671;20
672;70
673;40
674;80
675;60
676;30
677;50
678;10
679;50
680;40
681;40
682;10
683;30
684;10
685;60
686;50
687;60
688;70
689;70
690;50
691;40
692;50
693;60
694;50
695;60
696;40
697;90
698;40
699;10
700;10
701;0
702;40
703;90
704;10
705;20
706;10
707;70
708;20
709;10
710;50
711;70
712;40
713;50
714;60
715;10
716;20
717;90
718;60
719;30
720;10
721;50
722;30
723;50
724;20
725;50
726;50
727;70
728;70
729;20
730;100
731;90
732;50
733;10
734;80
735;50
736;80
737;40
738;100
739;20
740;20
741;40
742;90
743;50
744;70
745;90
746;30
747;50
748;50
749;50
750;50
751;10
752;80
753;60
754;90
755;90
756;30
757;20
758;50
759;70
760;90
761;110
762;0
763;90
764;50
765;40
766;10
767;60
768;50
769;70
770;10
771;70
772;100
773;90
774;30
775;90
776;10
777;70
778;40
779;30
780;90
781;90
782;10
783;10
784;90
785;60
786;50
787;60
788;50
789;30
790;40
791;70
792;70
793;40
794;80
795;40
796;20
797;90
798;20
799;90
800;20
801;80
802;10
803;90
804;70
805;70
806;70
807;60
808;50
809;90
810;60
811;80
812;50
813;30
814;50
815;70
816;10
817;60
818;50
819;50
820;40
821;60
822;50
823;60
824;80
825;40
826;70
827;30
828;50
829;50
830;40
831;60
832;70
833;60
834;60
835;20
836;40
837;60
838;60
839;60
840;20
841;60
842;60
843;60
844;50
845;50
846;90
847;40
848;70
849;90
850;50
851;0
852;30
853;50
854;80
855;50
856;50
857;50
858;40
859;20
860;40
861;50
862;80
863;60
864;20
865;0
866;40
867;80
868;80
869;70
870;50
871;40
872;10
873;50
874;20
875;60
876;50
877;40
878;70
879;40
880;20
881;60
882;70
883;60
884;50
885;40
886;10
887;30
888;40
889;70
890;50
891;40
892;60
893;40
894;20
895;10
896;10
897;10
898;30
899;0
900;100
901;50
902;60
903;100
904;50
905;10
906;0
907;100
908;50
909;30
910;10
911;50
912;100
913;60
914;90
915;10
916;50
917;30
918;60
919;70
920;100
921;40
922;20
923;50
924;80
925;60
926;50
927;80
928;60
929;50
930;0
931;50
932;60
933;70
934;30
935;0
936;100
937;60
938;100
939;40
940;50
941;80
942;50
943;1390
944;80
945;70
946;40
947;70
948;70
949;50
950;60
951;80
952;70
953;40
954;90
955;40
956;90
957;0
958;50
959;60
960;40
961;50
962;20
963;100
964;60
965;40
966;90
967;90
968;20
969;60
970;90
971;20
972;40
973;40
974;0
975;90
976;50
977;50
978;50
979;60
980;0
981;10
982;30
983;100
984;60
985;80
986;0
987;10
988;100
989;90
990;100
991;20
992;50
993;0
994;90
995;40
996;30
997;60
998;30
999;60
1000;60
1001;100
1002;60
1003;70
1004;90
1005;50
1006;70
1007;60
1008;40
1009;30
1010;30
1011;50
1012;80
1013;90
1014;40
1015;70
1016;70
1017;70
1018;50
1019;80
1020;50
1021;60
1022;50
1023;30
1024;1210
1025;90
1026;70
1027;60
1028;80
1029;70
1030;90
1031;50
1032;40
1033;50
1034;10
1035;50
1036;60
1037;70
1038;10
1039;20
1040;40
1041;80
1042;60
1043;70
1044;80
1045;30
1046;40
1047;50
1048;80
1049;10
1050;40
1051;40
1052;90
1053;60
1054;50
1055;80
1056;50
1057;0
1058;90
1059;40
1060;10
1061;100
1062;90
1063;80
1064;90
1065;90
1066;60
1067;80
1068;70
1069;10
1070;60
1071;70
1072;40
1073;30
1074;40
1075;80
1076;10
1077;30
1078;70
1079;20
1080;40
1081;80
1082;50
1083;30
1084;60
1085;0
1086;90
1087;20
1088;40
1089;90
1090;70
1091;20
1092;0
1093;60
1094;20
1095;30
1096;30
1097;10
1098;60
1099;80
1100;50
1101;70
1102;80
1103;20
1104;0
1105;90
1106;50
1107;40
1108;70
1109;40
1110;90
1111;90
1112;90
1113;60
1114;90
1115;50
1116;90
1117;80
1118;20
1119;40
1120;60
1121;0
1122;20
1123;50
1124;60
1125;50
1126;60
1127;60
1128;20
1129;10
1130;40
1131;10
1132;80
1133;20
1134;60
1135;60
1136;50
1137;70
1138;60
1139;30
1140;20
1141;60
1142;10
1143;40
1144;60
1145;20
1146;30
1147;60
1148;40
1149;10
1150;20
1151;30
1152;10
1153;70
1154;50
1155;50
1156;20
1157;10
1158;90
1159;100
1160;30
1161;60
1162;10
1163;90
1164;90
1165;60
1166;90
1167;70
1168;40
1169;50
1170;50
1171;10
1172;80
1173;40
1174;90
1175;30
1176;60
1177;50
1178;50
1179;100
1180;40
1181;10
1182;60
1183;60
1184;90
1185;80
1186;10
1187;40
1188;50
1189;50
1190;50
1191;70
1192;10
1193;100
1194;30
1195;30
1196;0
1197;60
1198;10
1199;40
1200;10
1201;30
1202;80
1203;100
1204;30
1205;40
1206;70
1207;100
1208;40
1209;50
1210;50
1211;40
1212;90
1213;0
1214;60
1215;90
1216;70
1217;90
1218;30
1219;30
1220;10
1221;20
1222;60
1223;70
1224;90
1225;70
1226;20
1227;30
1228;50
1229;100
1230;80
1231;40
1232;40
1233;40
1234;60
1235;40
1236;10
1237;110
1238;80
1239;10
1240;80
1241;50
1242;10
1243;100
1244;40
1245;50
1246;0
1247;70
1248;80
1249;20
1250;90
1251;90
1252;50
1253;80
1254;30
1255;40
1256;20
1257;100
1258;10
1259;10
1260;60
1261;60
1262;50
1263;80
1264;10
1265;40
1266;0
1267;80
1268;90
1269;60
1270;10
1271;100
1272;10
1273;50
1274;0
1275;100
1276;40
1277;80
1278;20
1279;100
1280;50
1281;60
1282;20
1283;40
1284;70
1285;50
1286;100
1287;70
1288;90
1289;110
1290;20
1291;50
1292;20
1293;80
1294;20
1295;10
1296;110
1297;50
1298;10
1299;20
1300;60
1301;80
1302;10
1303;0
1304;30
1305;60
1306;30
1307;80
1308;50
1309;80
1310;80
1311;60
1312;40
1313;10
1314;100
1315;30
1316;30
1317;50
1318;20
1319;80
1320;100
1321;100
1322;20
1323;80
1324;30
1325;90
1326;60
1327;90
1328;20
1329;100
1330;70
1331;50
1332;30
1333;70
1334;40
1335;70
1336;100
1337;70
1338;70
1339;100
1340;70
1341;0
1342;90
1343;40
1344;20
1345;70
1346;90
1347;90
1348;80
1349;90
1350;50
1351;0
1352;40
1353;40
1354;60
1355;30
1356;30
1357;70
1358;50
1359;30
1360;60
1361;50
1362;80
1363;10
1364;10
1365;70
1366;0
1367;0
1368;0
1369;60
1370;70
1371;70
1372;0
1373;60
1374;100
1375;90
1376;10
1377;50
1378;70
1379;80
1380;90
1381;10
1382;0
1383;50
1384;50
1385;100
1386;70
1387;10
1388;50
1389;60
1390;30
1391;40
1392;70
1393;30
1394;30
1395;50
1396;50
1397;80
1398;20
1399;90
1400;90
1401;50
1402;60
1403;10
1404;60
1405;60
1406;30
1407;40
1408;10
1409;90
1410;80
1411;60
1412;60
1413;10
1414;100
1415;90
1416;60
1417;90
1418;10
1419;90
1420;10
1421;60
1422;20
1423;70
1424;50
1425;70
1426;50
1427;70
1428;100
1429;80
1430;60
1431;10
1432;40
1433;0
1434;70
1435;100
1436;20
1437;80
1438;30
1439;70
1440;10
1441;60
1442;40
1443;40
1444;50
1445;70
1446;10
1447;70
1448;80
1449;60
1450;10
1451;100
1452;40
1453;40
1454;30
1455;40
1456;80
1457;60
1458;20
1459;10
1460;20
1461;90
1462;100
1463;50
1464;60
1465;40
1466;40
1467;60
1468;100
1469;20
1470;20
1471;50
1472;50
1473;60
1474;40
1475;40
1476;60
1477;50
1478;50
1479;60
1480;40
1481;60
1482;60
1483;50
1484;50
1485;40
1486;20
1487;80
1488;60
1489;30
1490;30
1491;50
1492;40
1493;90
1494;40
1495;60
1496;40
1497;70
1498;60
1499;50
1500;40
1501;50
1502;70
1503;60
1504;70
1505;30
1506;60
1507;30
1508;50
1509;60
1510;30
1511;70
1512;40
1513;50
1514;50
1515;50
1516;60
1517;50
1518;70
1519;70
1520;40
1521;70
1522;60
1523;50
1524;60
1525;40
1526;40
1527;70
1528;50
1529;60
1530;70
1531;30
1532;40
1533;80
1534;60
1535;10
1536;30
1537;70
1538;40
1539;40
1540;60
1541;80
1542;80
1543;50
1544;50
1545;100
1546;40
1547;60
1548;20
1549;90
1550;40
1551;50
1552;20
1553;70
1554;80
1555;0
1556;20
1557;60
1558;30
1559;40
1560;40
1561;40
1562;30
1563;90
1564;90
1565;100
1566;60
1567;40
1568;50
1569;70
1570;60
1571;50
1572;70
1573;0
1574;90
1575;60
1576;60
1577;60
1578;40
1579;40
1580;60
1581;20
1582;20
1583;20
1584;50
1585;60
1586;20
1587;50
1588;60
1589;20
1590;60
1591;100
1592;20
1593;100
1594;10
1595;70
1596;60
1597;80
1598;60
1599;0
1600;0
1601;100
1602;80
1603;60
1604;90
1605;60
1606;30
1607;30
1608;60
1609;60
1610;80
1611;40
1612;90
1613;100
1614;50
1615;0
1616;50
1617;60
1618;100
1619;40
1620;60
1621;30
1622;100
1623;0
1624;40
1625;80
1626;70
1627;50
1628;50
1629;70
1630;70
1631;40
1632;40
1633;60
1634;50
1635;60
1636;100
1637;0
1638;50
1639;40
1640;30
1641;20
1642;100
1643;0
1644;50
1645;20
1646;100
1647;90
1648;60
1649;80
1650;50
1651;20
1652;60
1653;100
1654;40
1655;40
1656;60
1657;10
1658;60
1659;60
1660;10
1661;50
1662;60
1663;30
1664;10
1665;10
1666;80
1667;10
1668;80
1669;20
1670;10
1671;20
1672;30
1673;40
1674;40
1675;90
1676;90
1677;40
1678;40
1679;100
1680;70
